feature,chi2,p,n_target,n_reference,significant,fdr_p,fdr_significant,favors
abundance,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
accomplish,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
acquiring,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
acres,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
adapting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
administrations,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
administrators,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
admit,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
advocates,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
aesthetic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
aftermath,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
afterward,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
agency's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
aggressive,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
airbnb,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
akido's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
aleph,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
alexandr,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
alexandra,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
allied,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
allocate,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
alpha,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
altruists,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
amassed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
analyzes,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
andrew,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
anduril,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
annualized,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
antoinette,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
appear,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
appearance,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
approves,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
arc,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
architect,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
arose,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
arrangements,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
arthur,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ascendance,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ash,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
aside,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
aspiring,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
assigned,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
atlanta,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
atomic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
audit,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
audrey,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
aug,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
australian,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
autos,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
b5,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
backer,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bacteria,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
badges,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ball,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
barely,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bargain,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
baseload,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
baskets,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
batteries,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
battle,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
beat,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
beato,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
behaviors,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
behemoths,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
beijing’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
belle,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
benefiting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
beta,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bidding,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bids,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
billion-dollar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
billionaires,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bitter,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
blank,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
blood-sugar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
blow,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
blue-collar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
boeing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bold,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bolstered,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bomb,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bookstores,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
booms,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
borchers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bostrom,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
boy,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bragging,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
brandenburg,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bratton,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
breached,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
briefly,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
brin,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
british,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
broke,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
brother,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
browser's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
bureaucracy,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
busted,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cage,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
calculated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
calculations,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
callum,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cambridge,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
canada,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
capitalization,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
carmakers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cashing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
casino,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
catastrophic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
category,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cb,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
celebrated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cellular,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
chaotic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
charged,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
charts,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
chasing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cheetham,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
chen,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
chile,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
christie,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
chrome,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
chui,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cio,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
city's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
civilian,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
clarify,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
classified,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
clause,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cleaner,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
climbing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
closest,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cloud-computing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
clues,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
coffee,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cohen,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
collateral,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
colleague,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
combinator's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
compel,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
compensate,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
compose,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
concentrated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
conclusion,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
conflict,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
connected,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
consciousness,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
considers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
contains,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
contend,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
contention,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
contentious,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
contractor,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
convention,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
conversing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cooperate,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
copilot,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
correlate,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cost-intensive,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
covered,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
crane,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cruise,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
crunch,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
culled,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cummings,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cuts,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cvengros,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
cyberattacks,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
czar,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
dance,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
daughter,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
deadly,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
dealbook,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
death,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
debt,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
debut,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
declared,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
deep-pocketed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
deepmind’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
defeat,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
democrat,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
demonstrated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
departing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
department's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
depends,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
derail,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
desks,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
detachment,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
deutsche,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
develops,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
diabetic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
diagnose,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
dictated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
diet,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
directions,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
directorate,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
directors,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
disability,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
disagreements,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
discharge,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
disclosed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
discouraged,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
discover,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
distilling,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
diu,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
diverged,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
diversify,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
divided,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
doomed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
door,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
downloading,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
downsized,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
downtown,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
drama,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
dreamed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
dreams,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
drennan,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
drone,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
drop,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
drops,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
duke,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
dumont,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
duty,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
e,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
e-commerce,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
e.u,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
earn,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
economically,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
economist,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
editing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
edits,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
effects,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
egos,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
electrical,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
elias,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
eliminating,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
emphasized,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
endorse,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
endorsing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
enforcers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
enormously,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
enrolling,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
entertainment,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
entrepreneurial,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
epa,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
escalating,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
etfs,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
evil,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
evokes,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
evoking,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
evs,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
excitedly,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
exclusivity,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
exercise,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
export,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
expose,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
f-16,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
facial-recognition,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
facts,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fakes,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fancaiju,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
faraday,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fascinated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fascination,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fastest-growing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
father,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
feared,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fees,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fewest,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fidelity,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fighting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
figured,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
films,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
finishing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fired,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
firepower,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
flattered,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
floods,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
flurry,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
flush,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
folded,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
footprints,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
forbid,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fortunately,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fought,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
francisco's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
frantic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fred,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
free-to-use,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
freed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
frequency,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fresh,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
friday,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
fuller,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gained,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gallina,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gamma's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gamma’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
garage,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gatiganti,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gatsby,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gaurav,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gavin,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gear,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gencast,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
generalists,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
generations,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
geographic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
geolitica's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gift,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gigawatts,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gloomers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
glucose,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gobs,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
golf,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
goodner,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
goods,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gormley,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
governing,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
graduated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
grappled,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
grasped,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
grimes,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
grind,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
gualtieri,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
guaranteed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
guess,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
guild,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
haiyun,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
halted,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hangzhou’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hao’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
harry,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
headed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
heated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
henry,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
herman,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
he’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
high-flyer,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hitting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hochman,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hochul's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hoffman's,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
humble,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hunchlab,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hurt,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
hurting,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
i.p.o.s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
idealistic,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
illustration,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
in-house,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
inaugural,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
incorporated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
incorrect,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
indications,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
induced,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
industry’s,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
inform,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
ingenuity,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
innocuous,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
innovated,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
insiders,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
insisted,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
inspiration,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
install,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
installed,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
insurers,0.247,0.619405,2,0,FALSE,0.896729642342775,FALSE,USA
